Px,MidPx,Interest Free Rate,Flag,Strike,Annualized Time To Expiration
106.95544447723924,57.52070266838795,0.0017030233424773164,c,50.0,2.246603881278539
106.35544447723925,56.9376305946612,0.001896494611873167,c,50.0,2.2438641552511416
106.95544447723924,0.9147548341187008,0.0017030233424773164,p,50.0,2.246603881278539
106.35544447723925,2.02526316992127,0.001896494611873167,p,50.0,2.2438641552511416
106.95544447723924,53.585635587382285,0.0017030233424773164,c,55.0,2.246603881278539
106.35544447723925,51.911274029822664,0.001896494611873167,c,55.0,2.2438641552511416
106.95544447723924,4.74151985420595,0.0017030233424773164,p,55.0,2.246603881278539
106.35544447723925,3.925625895199849,0.001896494611873167,p,55.0,2.2438641552511416
106.95544447723924,49.03936842062061,0.0017030233424773164,c,60.0,2.246603881278539
106.35544447723925,47.90573129005937,0.001896494611873167,c,60.0,2.2438641552511416
106.95544447723924,4.111824223936613,0.0017030233424773164,p,60.0,2.246603881278539
106.35544447723925,3.189610275513057,0.001896494611873167,p,60.0,2.2438641552511416
106.95544447723924,44.14941026666311,0.0017030233424773164,c,65.0,2.246603881278539
106.35544447723925,44.519601905724414,0.001896494611873167,c,65.0,2.2438641552511416
106.95544447723924,4.508630519583531,0.0017030233424773164,p,65.0,2.246603881278539
106.35544447723925,3.9142034313096197,0.001896494611873167,p,65.0,2.2438641552511416
106.95544447723924,41.23598184407017,0.0017030233424773164,c,70.0,2.246603881278539
106.35544447723925,37.3512797585185,0.001896494611873167,c,70.0,2.2438641552511416
106.95544447723924,1.5311015003785728,0.0017030233424773164,p,70.0,2.246603881278539
106.35544447723925,7.801305937979149,0.001896494611873167,p,70.0,2.2438641552511416
106.95544447723924,36.67350081459504,0.0017030233424773164,c,75.0,2.246603881278539
106.35544447723925,38.41081291821918,0.001896494611873167,c,75.0,2.2438641552511416
106.95544447723924,7.342518422850301,0.0017030233424773164,p,75.0,2.246603881278539
106.35544447723925,7.441134547721143,0.001896494611873167,p,75.0,2.2438641552511416
106.95544447723924,34.25474329632367,0.0017030233424773164,c,80.0,2.246603881278539
106.35544447723925,32.87277477286362,0.001896494611873167,c,80.0,2.2438641552511416
106.95544447723924,7.4463692709261355,0.0017030233424773164,p,80.0,2.246603881278539
106.35544447723925,7.634736876385511,0.001896494611873167,p,80.0,2.2438641552511416
106.95544447723924,30.692714693965552,0.0017030233424773164,c,85.0,2.246603881278539
106.35544447723925,29.25379644693331,0.001896494611873167,c,85.0,2.2438641552511416
106.95544447723924,10.650355443062926,0.0017030233424773164,p,85.0,2.246603881278539
106.35544447723925,8.407067681336303,0.001896494611873167,p,85.0,2.2438641552511416
106.95544447723924,28.60170761710324,0.0017030233424773164,c,87.5,2.246603881278539
106.35544447723925,29.358639652107193,0.001896494611873167,c,87.5,2.2438641552511416
106.95544447723924,10.034690702013634,0.0017030233424773164,p,87.5,2.246603881278539
106.35544447723925,10.729327577722744,0.001896494611873167,p,87.5,2.2438641552511416
106.95544447723924,26.749398425125268,0.0017030233424773164,c,90.0,2.246603881278539
106.35544447723925,25.728293302553567,0.001896494611873167,c,90.0,2.2438641552511416
106.95544447723924,10.611093026019134,0.0017030233424773164,p,90.0,2.246603881278539
106.35544447723925,11.3876144264987,0.001896494611873167,p,90.0,2.2438641552511416
106.95544447723924,26.483276532832726,0.0017030233424773164,c,92.5,2.246603881278539
106.35544447723925,23.839329549874982,0.001896494611873167,c,92.5,2.2438641552511416
106.95544447723924,14.280838377203516,0.0017030233424773164,p,92.5,2.246603881278539
106.35544447723925,12.371574960232977,0.001896494611873167,p,92.5,2.2438641552511416
106.95544447723924,25.221550192392822,0.0017030233424773164,c,95.0,2.246603881278539
106.35544447723925,22.238806853674465,0.001896494611873167,c,95.0,2.2438641552511416
106.95544447723924,14.922476362627464,0.0017030233424773164,p,95.0,2.246603881278539
106.35544447723925,12.376254382728357,0.001896494611873167,p,95.0,2.2438641552511416
106.95544447723924,22.302081059352982,0.0017030233424773164,c,97.5,2.246603881278539
106.35544447723925,20.769158879402486,0.001896494611873167,c,97.5,2.2438641552511416
106.95544447723924,15.308831137798803,0.0017030233424773164,p,97.5,2.246603881278539
106.35544447723925,11.0006499654207,0.001896494611873167,p,97.5,2.2438641552511416
106.95544447723924,22.03881835524946,0.0017030233424773164,c,100.0,2.246603881278539
106.35544447723925,20.519294192670248,0.001896494611873167,c,100.0,2.2438641552511416
106.95544447723924,15.813595372696527,0.0017030233424773164,p,100.0,2.246603881278539
106.35544447723925,13.136563349311393,0.001896494611873167,p,100.0,2.2438641552511416
106.95544447723924,17.743449338199543,0.0017030233424773164,c,105.0,2.246603881278539
106.35544447723925,17.548244090899605,0.001896494611873167,c,105.0,2.2438641552511416
106.95544447723924,16.595564027621183,0.0017030233424773164,p,105.0,2.246603881278539
106.35544447723925,15.303871380553177,0.001896494611873167,p,105.0,2.2438641552511416
106.95544447723924,15.459992797615795,0.0017030233424773164,c,110.0,2.246603881278539
106.35544447723925,16.74489487224169,0.001896494611873167,c,110.0,2.2438641552511416
106.95544447723924,20.365972719741627,0.0017030233424773164,p,110.0,2.246603881278539
106.35544447723925,19.860084006367167,0.001896494611873167,p,110.0,2.2438641552511416
106.95544447723924,11.87305541133513,0.0017030233424773164,c,115.0,2.246603881278539
106.35544447723925,12.272635654393712,0.001896494611873167,c,115.0,2.2438641552511416
106.95544447723924,23.558199638186014,0.0017030233424773164,p,115.0,2.246603881278539
106.35544447723925,23.306360660992805,0.001896494611873167,p,115.0,2.2438641552511416
106.95544447723924,12.984381255690957,0.0017030233424773164,c,120.0,2.246603881278539
106.35544447723925,12.571279276842466,0.001896494611873167,c,120.0,2.2438641552511416
106.95544447723924,25.382652499587707,0.0017030233424773164,p,120.0,2.246603881278539
106.35544447723925,26.113492181062977,0.001896494611873167,p,120.0,2.2438641552511416
106.95544447723924,9.785162631646434,0.0017030233424773164,c,125.0,2.246603881278539
106.35544447723925,11.087363022461572,0.001896494611873167,c,125.0,2.2438641552511416
106.95544447723924,28.33990022606595,0.0017030233424773164,p,125.0,2.246603881278539
106.35544447723925,30.197672751435377,0.001896494611873167,p,125.0,2.2438641552511416
106.95544447723924,10.529126568017027,0.0017030233424773164,c,130.0,2.246603881278539
106.35544447723925,8.345352670093474,0.001896494611873167,c,130.0,2.2438641552511416
106.95544447723924,32.34276162403233,0.0017030233424773164,p,130.0,2.246603881278539
106.35544447723925,31.81526760309372,0.001896494611873167,p,130.0,2.2438641552511416
106.95544447723924,6.7641070063288335,0.0017030233424773164,c,135.0,2.246603881278539
106.35544447723925,6.101874852699834,0.001896494611873167,c,135.0,2.2438641552511416
106.95544447723924,35.81637249539574,0.0017030233424773164,p,135.0,2.246603881278539
106.35544447723925,39.090754827606986,0.001896494611873167,p,135.0,2.2438641552511416
106.95544447723924,6.529360842406155,0.0017030233424773164,c,140.0,2.246603881278539
106.35544447723925,8.222475456642465,0.001896494611873167,c,140.0,2.2438641552511416
106.95544447723924,36.94125918744209,0.0017030233424773164,p,140.0,2.246603881278539
106.35544447723925,39.313030033292776,0.001896494611873167,p,140.0,2.2438641552511416
106.95544447723924,4.55997495326484,0.0017030233424773164,c,145.0,2.246603881278539
106.35544447723925,3.684297300231699,0.001896494611873167,c,145.0,2.2438641552511416
106.95544447723924,43.95323417969349,0.0017030233424773164,p,145.0,2.246603881278539
106.35544447723925,42.953314681926265,0.001896494611873167,p,145.0,2.2438641552511416
106.95544447723924,5.142962797936213,0.0017030233424773164,c,150.0,2.246603881278539
106.35544447723925,7.12063694683858,0.001896494611873167,c,150.0,2.2438641552511416
106.95544447723924,48.27442406783689,0.0017030233424773164,p,150.0,2.246603881278539
106.35544447723925,51.194620510835776,0.001896494611873167,p,150.0,2.2438641552511416
106.95544447723924,4.280152068653399,0.0017030233424773164,c,155.0,2.246603881278539
106.35544447723925,3.6909220157558575,0.001896494611873167,c,155.0,2.2438641552511416
106.95544447723924,54.20201435892157,0.0017030233424773164,p,155.0,2.246603881278539
106.35544447723925,54.414121624303434,0.001896494611873167,p,155.0,2.2438641552511416
106.95544447723924,2.9384162369720945,0.0017030233424773164,c,160.0,2.246603881278539
106.35544447723925,1.8656684031549884,0.001896494611873167,c,160.0,2.2438641552511416
106.95544447723924,56.89203526198886,0.0017030233424773164,p,160.0,2.246603881278539
106.35544447723925,56.45741018270541,0.001896494611873167,p,160.0,2.2438641552511416
